nom,coordonnees,num_insee
Mareuil-la-Motte,Point(2.79 49.545277777),60379
Mareuil-sur-Ourcq,Point(3.077222222 49.136388888),60380
Margny-aux-Cerises,Point(2.866944444 49.674166666),60381
Margny-lès-Compiègne,Point(2.820833333 49.426111111),60382
Margny-sur-Matz,Point(2.778611111 49.522222222),60383
Marolles,Point(3.105 49.17),60385
Marquéglise,Point(2.763333333 49.516388888),60386
Marseille-en-Beauvaisis,Point(1.955555555 49.575555555),60387
Martincourt,Point(1.8975 49.523055555),60388
Maucourt,Point(3.074166666 49.636388888),60389
Maulers,Point(2.166944444 49.5475),60390
Maysel,Point(2.374166666 49.260277777),60391
Mélicocq,Point(2.8575 49.493611111),60392
Mello,Point(2.365555555 49.272222222),60393
Ménévillers,Point(2.605 49.5225),60394
Méru,Point(2.135 49.235833333),60395
Méry-la-Bataille,Point(2.629444444 49.545833333),60396
Le Mesnil-Conteville,Point(2.059722222 49.669166666),60397
Le Mesnil-en-Thelle,Point(2.286111111 49.178055555),60398
Le Mesnil-Saint-Firmin,Point(2.410555555 49.628333333),60399
Le Mesnil-sur-Bulles,Point(2.345 49.486111111),60400
Le Mesnil-Théribus,Point(1.987222222 49.300833333),60401
Le Meux,Point(2.744444444 49.367777777),60402
Milly-sur-Thérain,Point(1.995277777 49.5025),60403
Mogneville,Point(2.471666666 49.314444444),60404
Moliens,Point(1.809722222 49.666388888),60405
Monceaux,Point(2.550277777 49.319166666),60406
Monceaux-l'Abbaye,Point(1.791944444 49.651111111),60407
Monchy-Humières,Point(2.751944444 49.469722222),60408
Monchy-Saint-Éloi,Point(2.467222222 49.29),60409
Mondescourt,Point(3.111944444 49.598611111),60410
Monneville,Point(1.974166666 49.207777777),60411
Montagny-en-Vexin,Point(1.800277777 49.195277777),60412
Montagny-Sainte-Félicité,Point(2.738333333 49.130277777),60413
Montataire,Point(2.438333333 49.255555555),60414
Montépilloy,Point(2.698055555 49.209166666),60415
Montgérain,Point(2.575 49.536944444),60416
Montiers,Point(2.578055555 49.500555555),60418
Montjavoult,Point(1.782777777 49.214166666),60420
Mont-l'Évêque,Point(2.630833333 49.194722222),60421
Montlognon,Point(2.693055555 49.164444444),60422
Montmacq,Point(2.901666666 49.481111111),60423
Montmartin,Point(2.693611111 49.463888888),60424
Montreuil-sur-Brêche,Point(2.275 49.508055555),60425
Montreuil-sur-Thérain,Point(2.193333333 49.380555555),60426
Monts,Point(2.015833333 49.216111111),60427
Le Mont-Saint-Adrien,Point(2.004444444 49.446388888),60428
Morangles,Point(2.294722222 49.196111111),60429
Morienval,Point(2.92 49.298055555),60430
Morlincourt,Point(3.036388888 49.569722222),60431
Mortefontaine,Point(2.599444444 49.1125),60432
Mortefontaine-en-Thelle,Point(2.186944444 49.262777777),60433
Mortemer,Point(2.676111111 49.570555555),60434
Morvillers,Point(1.870555555 49.581111111),60435
Mory-Montcrux,Point(2.394722222 49.591944444),60436
Mouchy-le-Châtel,Point(2.250277777 49.326111111),60437
Moulin-sous-Touvent,Point(3.071388888 49.456388888),60438
Mouy,Point(2.319444444 49.315833333),60439
Moyenneville,Point(2.636388888 49.490555555),60440
Moyvillers,Point(2.650833333 49.414722222),60441
Muidorge,Point(2.140277777 49.530833333),60442
Muirancourt,Point(3.007777777 49.644166666),60443
Mureaumont,Point(1.776944444 49.629166666),60444
Nampcel,Point(3.098888888 49.485555555),60445
Nanteuil-le-Haudouin,Point(2.810555555 49.141666666),60446
Néry,Point(2.778333333 49.281388888),60447
Neufchelles,Point(3.061666666 49.116388888),60448
Neufvy-sur-Aronde,Point(2.661666666 49.496111111),60449
Neuilly-en-Thelle,Point(2.285277777 49.223611111),60450
Neuilly-sous-Clermont,Point(2.411388888 49.345),60451
Neuville-Bosc,Point(2.011666666 49.199444444),60452
La Neuville-en-Hez,Point(2.323888888 49.403888888),60454
La Neuville-Roy,Point(2.577222222 49.481944444),60456
La Neuville-Saint-Pierre,Point(2.204444444 49.528055555),60457
La Neuville-sur-Oudeuil,Point(2.006944444 49.573333333),60458
La Neuville-sur-Ressons,Point(2.7525 49.551388888),60459
La Neuville-Vault,Point(1.951388888 49.486388888),60460
Nivillers,Point(2.165833333 49.456666666),60461
Noailles,Point(2.2 49.327777777),60462
Nogent-sur-Oise,Point(2.4675 49.274722222),60463
Nointel,Point(2.481944444 49.374722222),60464
Noirémont,Point(2.211388888 49.550277777),60465
Noroy,Point(2.502777777 49.448333333),60466
Nourard-le-Franc,Point(2.373888888 49.498611111),60468
Novillers,Point(2.214444444 49.271388888),60469
Noyers-Saint-Martin,Point(2.261944444 49.552777777),60470
Noyon,Point(2.998888888 49.581111111),60471
Offoy,Point(2.0375 49.696388888),60472
Ognes,Point(2.827222222 49.099722222),60473
Ognolles,Point(2.914722222 49.6925),60474
Omécourt,Point(1.8475 49.610277777),60476
Ons-en-Bray,Point(1.92302 49.41631),60477
Ons-en-Bray,Point(1.919722222 49.414166666),60477
Ormoy-le-Davien,Point(2.958888888 49.195555555),60478
Ormoy-Villers,Point(2.840277777 49.196388888),60479
Oroër,Point(2.179444444 49.491111111),60480
Orrouy,Point(2.860277777 49.293333333),60481
Orry-la-Ville,Point(2.512777777 49.132222222),60482
Orvillers-Sorel,Point(2.7075 49.578055555),60483
Oudeuil,Point(2.0275 49.548055555),60484
Oursel-Maison,Point(2.163055555 49.5925),60485
Paillart,Point(2.323611111 49.666666666),60486
Parnes,Point(1.737777777 49.203333333),60487
Passel,Point(2.962222222 49.556944444),60488
Péroy-les-Gombries,Point(2.846111111 49.1625),60489
Pierrefitte-en-Beauvaisis,Point(1.980833333 49.475277777),60490
Pierrefonds,Point(2.980277777 49.351111111),60491
Pimprez,Point(2.951944444 49.514444444),60492
Pisseleu,Point(2.060277777 49.538888888),60493
Plailly,Point(2.583611111 49.103333333),60494
Plainval,Point(2.440555555 49.529166666),60495
Plainville,Point(2.452777777 49.613611111),60496
Le Plessier-sur-Bulles,Point(2.315277777 49.495),60497
Le Plessier-sur-Saint-Just,Point(2.453888888 49.511111111),60498
Plessis-de-Roye,Point(2.831666666 49.578333333),60499
Le Plessis-Belleville,Point(2.753055555 49.096666666),60500
Le Plessis-Brion,Point(2.890277777 49.465277777),60501
Le Plessis-Patte-d'Oie,Point(3.068611111 49.674444444),60502
Le Ployron,Point(2.584444444 49.585277777),60503
Ponchon,Point(2.195 49.346666666),60504
Pontarmé,Point(2.549444444 49.153055555),60505
Pont-l'Évêque,Point(2.987777777 49.564722222),60506
Pontoise-lès-Noyon,Point(3.048611111 49.5525),60507
Pontpoint,Point(2.640277777 49.301388888),60508
Pont-Sainte-Maxence,Point(2.603611111 49.301111111),60509
Porcheux,Point(1.925 49.332222222),60510
Porquéricourt,Point(2.96 49.593611111),60511
Pouilly,Point(2.030277777 49.272222222),60512
Précy-sur-Oise,Point(2.370555555 49.206111111),60513
Prévillers,Point(1.996388888 49.610277777),60514
Pronleroy,Point(2.548611111 49.470555555),60515
Puiseux-en-Bray,Point(1.783333333 49.415277777),60516
Puiseux-le-Hauberger,Point(2.236944444 49.215833333),60517
Puits-la-Vallée,Point(2.192777777 49.5825),60518
Quesmy,Point(3.059166666 49.634166666),60519
Le Quesnel-Aubry,Point(2.309444444 49.508611111),60520
Quincampoix-Fleuzy,Point(1.7725 49.746666666),60521
Quinquempoix,Point(2.426388888 49.551388888),60522
Rainvillers,Point(2.007777777 49.406111111),60523
Rantigny,Point(2.441388888 49.329722222),60524
Raray,Point(2.714444444 49.259722222),60525
Ravenel,Point(2.501111111 49.515555555),60526
Réez-Fosse-Martin,Point(2.918055555 49.111944444),60527
Reilly,Point(1.846666666 49.243611111),60528
Rémécourt,Point(2.494444444 49.428888888),60529
Rémérangles,Point(2.285833333 49.446666666),60530
Remy,Point(2.707777777 49.438055555),60531
Ressons-sur-Matz,Point(2.745833333 49.54),60533
Rethondes,Point(2.94 49.416111111),60534
Reuil-sur-Brêche,Point(2.220833333 49.520555555),60535
Rhuis,Point(2.697777777 49.3075),60536
Ribécourt-Dreslincourt,Point(2.9225 49.51),60537
Ricquebourg,Point(2.7575 49.5575),60538
Rieux,Point(2.518611111 49.299722222),60539
Rivecourt,Point(2.734722222 49.347777777),60540
Roberval,Point(2.689166666 49.291111111),60541
Rochy-Condé,Point(2.183888888 49.400555555),60542
Rocquemont,Point(2.818333333 49.258888888),60543
Rocquencourt,Point(2.4175 49.649722222),60544
Romescamps,Point(1.804722222 49.711388888),60545
Rosières,Point(2.778333333 49.188333333),60546
Rosoy,Point(2.501111111 49.340277777),60547
Rosoy-en-Multien,Point(2.993888888 49.096666666),60548
Rotangy,Point(2.082777777 49.5825),60549
Rothois,Point(1.994722222 49.598333333),60550
Rousseloy,Point(2.392777777 49.299166666),60551
Rouville,Point(2.8725 49.207777777),60552
Rouvillers,Point(2.609444444 49.452222222),60553
Rouvres-en-Multien,Point(3.023888888 49.110833333),60554
Rouvroy-les-Merles,Point(2.357777777 49.648055555),60555
Royaucourt,Point(2.529166666 49.609444444),60556
Roy-Boissy,Point(1.922777777 49.583055555),60557
Roye-sur-Matz,Point(2.775277777 49.591666666),60558
La Rue-Saint-Pierre,Point(2.295833333 49.409444444),60559
Rully,Point(2.727777777 49.235),60560
Russy-Bémont,Point(2.965 49.243333333),60561
Sacy-le-Grand,Point(2.544166666 49.354444444),60562
Sacy-le-Petit,Point(2.629166666 49.360833333),60563
Sains-Morainvillers,Point(2.470555555 49.573611111),60564
Saint-André-Farivillers,Point(2.292777777 49.586388888),60565
Saint-Arnoult,Point(1.820555555 49.632222222),60566
Saint-Aubin-en-Bray,Point(1.878333333 49.419722222),60567
Saint-Aubin-sous-Erquery,Point(2.483888888 49.4075),60568
Saint-Crépin-aux-Bois,Point(2.979166666 49.434444444),60569
Saint-Crépin-Ibouvillers,Point(2.0725 49.263333333),60570
Saint-Deniscourt,Point(1.870277777 49.605555555),60571
Saint-Étienne-Roilaye,Point(3.019722222 49.367777777),60572
Sainte-Eusoye,Point(2.245277777 49.576944444),60573
Saint-Félix,Point(2.285555555 49.347777777),60574
Sainte-Geneviève,Point(2.198888888 49.288888888),60575
Saint-Germain-la-Poterie,Point(1.9825 49.445555555),60576
Saint-Germer-de-Fly,Point(1.781388888 49.443055555),60577
Saintines,Point(2.769444444 49.306388888),60578
Saint-Jean-aux-Bois,Point(2.904166666 49.347777777),60579
Saint-Just-en-Chaussée,Point(2.430833333 49.506111111),60581
Saint-Léger-aux-Bois,Point(2.951944444 49.479166666),60582
Saint-Léger-en-Bray,Point(2.026666666 49.390833333),60583
Saint-Leu-d'Esserent,Point(2.421944444 49.217222222),60584
Saint-Martin-aux-Bois,Point(2.570833333 49.521111111),60585
Saint-Martin-le-Nœud,Point(2.060277777 49.396111111),60586
Saint-Martin-Longueau,Point(2.604166666 49.341944444),60587
Saint-Maur,Point(1.917777777 49.615833333),60588
Saint-Maximin,Point(2.446666666 49.221111111),60589
Saint-Omer-en-Chaussée,Point(2.002222222 49.531944444),60590
Saint-Paul,Point(2.006944444 49.429166666),60591
Saint-Pierre-es-Champs,Point(1.727222222 49.431111111),60592
Saint-Pierre-lès-Bitry,Point(3.075 49.424166666),60593
Saint-Quentin-des-Prés,Point(1.753888888 49.520555555),60594
Saint-Remy-en-l'Eau,Point(2.431111111 49.471666666),60595
Saint-Samson-la-Poterie,Point(1.741944444 49.593888888),60596
Saint-Sauveur,Point(2.783055555 49.318333333),60597
Saint-Sulpice,Point(2.124166666 49.350555555),60598
Saint-Thibault,Point(1.845277777 49.7),60599
Saint-Vaast-de-Longmont,Point(2.736388888 49.303055555),60600
Saint-Vaast-lès-Mello,Point(2.392222222 49.267222222),60601
Saint-Valery,Point(1.734444444 49.726111111),60602
Salency,Point(3.050277777 49.588333333),60603
Sarcus,Point(1.870833333 49.685833333),60604
Sarnois,Point(1.917777777 49.678611111),60605
Le Saulchoy,Point(2.14 49.633611111),60608
Savignies,Point(1.964444444 49.465),60609
Sempigny,Point(2.994722222 49.5575),60610
Senantes,Point(1.835 49.485833333),60611
Senlis,Point(2.586666666 49.207222222),60612
Senots,Point(1.992222222 49.263888888),60613
Serans,Point(1.830833333 49.186388888),60614
Sérévillers,Point(2.430277777 49.638888888),60615
Sérifontaine,Point(1.770277777 49.353333333),60616
Sermaize,Point(2.958888888 49.615555555),60617
Séry-Magneval,Point(2.855 49.257777777),60618
Silly-le-Long,Point(2.791666666 49.106944444),60619
Silly-Tillard,Point(2.158888888 49.324444444),60620
Solente,Point(2.878611111 49.698888888),60621
Sommereux,Point(1.992222222 49.678611111),60622
Songeons,Point(1.853055555 49.549166666),60623
Sully,Point(1.781111111 49.559166666),60624
Suzoy,Point(2.949166666 49.579722222),60625
Talmontiers,Point(1.738888888 49.386388888),60626
Tartigny,Point(2.360555555 49.633888888),60627
Therdonne,Point(2.155 49.419166666),60628
Thérines,Point(1.893333333 49.602777777),60629
Thibivillers,Point(1.9 49.301666666),60630
Thiers-sur-Thève,Point(2.571944444 49.152222222),60631
Thiescourt,Point(2.883333333 49.565277777),60632
Thieuloy-Saint-Antoine,Point(1.946111111 49.634166666),60633
Thieux,Point(2.313611111 49.542222222),60634
Thiverny,Point(2.432222222 49.247777777),60635
Thourotte,Point(2.883611111 49.478611111),60636
Thury-en-Valois,Point(3.024444444 49.157222222),60637
Thury-sous-Clermont,Point(2.326388888 49.356944444),60638
Tillé,Point(2.111666666 49.463333333),60639
Tourly,Point(1.946944444 49.224166666),60640
Tracy-le-Mont,Point(3.008611111 49.470555555),60641
Tracy-le-Val,Point(3.009444444 49.489444444),60642
Tricot,Point(2.588888888 49.561111111),60643
Trie-Château,Point(1.821111111 49.284722222),60644
Trie-la-Ville,Point(1.8325 49.289722222),60645
Troissereux,Point(2.042777777 49.48),60646
Trosly-Breuil,Point(2.988888888 49.400277777),60647
Troussencourt,Point(2.254166666 49.606944444),60648
Trumilly,Point(2.802222222 49.242777777),60650
Ully-Saint-Georges,Point(2.280277777 49.277777777),60651
Valdampierre,Point(2.052222222 49.303055555),60652
Valescourt,Point(2.436111111 49.483888888),60653
Vandélicourt,Point(2.793888888 49.512777777),60654
Varesnes,Point(3.059722222 49.563611111),60655
Varinfroy,Point(3.044166666 49.099166666),60656
Vauchelles,Point(2.964166666 49.587222222),60657
Vauciennes,Point(3.030277777 49.236388888),60658
Vaudancourt,Point(1.755555555 49.233611111),60659
Le Vaumain,Point(1.867777777 49.336111111),60660
Vaumoise,Point(2.979722222 49.236666666),60661
Le Vauroux,Point(1.923888888 49.379166666),60662
Velennes,Point(2.183611111 49.473055555),60663
Vendeuil-Caply,Point(2.289166666 49.6075),60664
Venette,Point(2.799722222 49.415555555),60665
Ver-sur-Launette,Point(2.685277777 49.105),60666
Verberie,Point(2.731388888 49.310555555),60667
Verderel-lès-Sauqueuse,Point(2.097222222 49.503055555),60668
Verderonne,Point(2.498333333 49.329444444),60669
Verneuil-en-Halatte,Point(2.522222222 49.276388888),60670
Versigny,Point(2.763333333 49.160555555),60671
Vez,Point(3.0025 49.263888888),60672
Viefvillers,Point(2.129166666 49.613611111),60673
Vieux-Moulin,Point(2.931666666 49.392222222),60674
Vignemont,Point(2.776388888 49.501944444),60675
Ville,Point(2.939722222 49.554166666),60676
Villembray,Point(1.868888888 49.476388888),60677
Villeneuve-les-Sablons,Point(2.076666666 49.237222222),60678
La Villeneuve-sous-Thury,Point(3.061944444 49.155833333),60679
Villeneuve-sur-Verberie,Point(2.689444444 49.275555555),60680
Villers-Saint-Barthélemy,Point(1.947777777 49.398055555),60681
Villers-Saint-Frambourg-Ognon,Point(2.64 49.25583),60682
Villers-Saint-Genest,Point(2.905833333 49.142222222),60683
Villers-Saint-Paul,Point(2.487222222 49.288888888),60684
Villers-Saint-Sépulcre,Point(2.215833333 49.365555555),60685
Villers-sous-Saint-Leu,Point(2.398055555 49.2125),60686
Villers-sur-Auchy,Point(1.794444444 49.486944444),60687
Villers-sur-Bonnières,Point(1.965555555 49.538333333),60688
Villers-sur-Coudun,Point(2.803888888 49.4825),60689
Villers-Vermont,Point(1.743888888 49.576666666),60691
Villers-Vicomte,Point(2.239166666 49.643333333),60692
Villeselve,Point(3.110555555 49.690833333),60693
Vineuil-Saint-Firmin,Point(2.492222222 49.2),60695
Vrocourt,Point(1.886388888 49.528888888),60697
Wacquemoulin,Point(2.616666666 49.502777777),60698
Wambez,Point(1.851111111 49.526388888),60699
Warluis,Point(2.140833333 49.388055555),60700
Wavignies,Point(2.359444444 49.546666666),60701
Welles-Pérennes,Point(2.483333333 49.608055555),60702
Aux Marais,Point(2.041944444 49.413888888),60703
Alençon,Point(0.091944444 48.429722222),61001
Almenêches,Point(0.11 48.6975),61002
Appenai-sous-Bellême,Point(0.558055555 48.344444444),61005
Argentan,Point(-0.020277777 48.744444444),61006
Athis-Val de Rouvre,Point(-0.501389 48.810556),61007
Aube,Point(0.546666666 48.739722222),61008
Aubry-le-Panthou,Point(0.2325 48.850555555),61010
Aubusson,Point(-0.5525 48.784166666),61011
Auguaise,Point(0.554166666 48.701388888),61012
Aunay-les-Bois,Point(0.291666666 48.543611111),61013
Aunou-le-Faucon,Point(0.048055555 48.721944444),61014
Aunou-sur-Orne,Point(0.229722222 48.611388888),61015
Les Authieux-du-Puits,Point(0.329444444 48.7125),61017
Avernes-Saint-Gourgon,Point(0.319722222 48.939166666),61018
Avoine,Point(-0.095555555 48.671666666),61020
Avrilly,Point(-0.614444444 48.539166666),61021
Bailleul,Point(-0.019722222 48.808333333),61023
Banvou,Point(-0.553055555 48.665),61024
Barville,Point(0.341944444 48.482777777),61026
Bazoches-au-Houlme,Point(-0.240555555 48.8175),61028
Bazoches-sur-Hoëne,Point(0.471388888 48.551944444),61029
La Bazoque,Point(-0.598333333 48.791944444),61030
Beaufai,Point(0.514722222 48.749444444),61032
Beaulieu,Point(0.743888888 48.680277777),61034
Beauvain,Point(-0.3075 48.607222222),61035
Belfonds,Point(0.117777777 48.610833333),61036
Bellavilliers,Point(0.4975 48.423333333),61037
Bellême,Point(0.560555555 48.376388888),61038
La Bellière,Point(-0.034166666 48.625833333),61039
Bellou-en-Houlme,Point(-0.443611111 48.690833333),61040
Bellou-le-Trichard,Point(0.546388888 48.267777777),61041
Bellou-sur-Huisne,Point(0.756388888 48.425555555),61042
Berd'huis,Point(0.745833333 48.345277777),61043
Berjou,Point(-0.481944444 48.849444444),61044
Bizou,Point(0.750277777 48.496111111),61046
Boëcé,Point(0.449722222 48.513055555),61048
Boissei-la-Lande,Point(0.062222222 48.682777777),61049
Boissy-Maugis,Point(0.711666666 48.441111111),61050
Cour-Maugis sur Huisne,Point(0.711667 48.441111),61050
Boitron,Point(0.263333333 48.560277777),61051
Bonnefoi,Point(0.569722222 48.671944444),61052
Bonsmoulins,Point(0.535833333 48.650277777),61053
Le Bosc-Renoult,Point(0.305277777 48.913611111),61054
Boucé,Point(-0.090277777 48.646666666),61055
Le Bouillon,Point(0.103333333 48.561666666),61056
Brethel,Point(0.540277777 48.720555555),61060
Bretoncelles,Point(0.8875 48.431666666),61061
Brieux,Point(-0.091666666 48.836944444),61062
Briouze,Point(-0.366944444 48.698888888),61063
Brullemail,Point(0.328611111 48.6575),61064
Buré,Point(0.405555555 48.5175),61066
Bures,Point(0.401388888 48.563333333),61067
Bursard,Point(0.211111111 48.540277777),61068
Cahan,Point(-0.443333333 48.858888888),61069
Caligny,Point(-0.595833333 48.808055555),61070
Camembert,Point(0.1775 48.893055555),61071
Canapville,Point(0.27 48.946944444),61072
Carrouges,Point(-0.145555555 48.5675),61074
Ceaucé,Point(-0.624444444 48.493888888),61075
Le Cercueil,Point(0.023055555 48.596944444),61076
Cerisé,Point(0.127777777 48.440833333),61077
Cerisy-Belle-Étoile,Point(-0.626388888 48.797777777),61078
Ceton,Point(0.75 48.226111111),61079
Chahains,Point(-0.114444444 48.562222222),61080
Chailloué,Point(0.1975 48.651666666),61081
Le Chalange,Point(0.313333333 48.593333333),61082
Champcerie,Point(-0.225 48.799166666),61084
Le Champ-de-la-Pierre,Point(-0.205277777 48.608611111),61085
Les Champeaux,Point(0.132777777 48.893055555),61086
Champeaux-sur-Sarthe,Point(0.4425 48.576666666),61087
Champ-Haut,Point(0.324722222 48.726666666),61088
Champosoult,Point(0.182777777 48.866111111),61089
Champsecret,Point(-0.550555555 48.609166666),61091
Chandai,Point(0.739166666 48.753055555),61092
Chanu,Point(-0.677777777 48.728611111),61093
La Chapelle-au-Moine,Point(-0.584444444 48.708055555),61094
La Chapelle-Biche,Point(-0.629166666 48.711388888),61095
Rives d'Andaine,Point(-0.478333 48.533056),61096
La Chapelle-Montligeon,Point(0.653333333 48.483611111),61097
La Chapelle-près-Sées,Point(0.161666666 48.570555555),61098
La Chapelle-Souëf,Point(0.595833333 48.323333333),61099
La Chapelle-Viel,Point(0.617222222 48.703611111),61100
Le Château-d'Almenêches,Point(0.121944444 48.679166666),61101
Le Châtellier,Point(-0.581666666 48.675833333),61102
Chaumont,Point(0.331944444 48.835833333),61103
La Chaux,Point(-0.2575 48.610555555),61104
Chemilli,Point(0.443611111 48.363611111),61105
Ciral,Point(-0.137777777 48.493888888),61107
Cisai-Saint-Aubin,Point(0.342777777 48.775555555),61108
Colombiers,Point(0.054444444 48.469444444),61111
Comblot,Point(0.593611111 48.461944444),61113
Commeaux,Point(-0.113055555 48.787777777),61114
Sablons sur Huisne,Point(0.850278 48.380556),61116
Condé-sur-Sarthe,Point(0.034166666 48.431944444),61117
Corbon,Point(0.627222222 48.454166666),61118
Coudehard,Point(0.134722222 48.843611111),61120
Coulimer,Point(0.466944444 48.475277777),61121
Coulmer,Point(0.296944444 48.774722222),61122
Coulonces,Point(0.0075 48.836111111),61123
La Coulonche,Point(-0.456666666 48.646944444),61124
Coulonges-sur-Sarthe,Point(0.399722222 48.531666666),61126
Courcerault,Point(0.658333333 48.438333333),61128
Courgeon,Point(0.611944444 48.478333333),61129
Courgeoût,Point(0.489722222 48.509722222),61130
Courtomer,Point(0.358055555 48.628333333),61133
Craménil,Point(-0.378333333 48.744444444),61137
Croisilles,Point(0.2625 48.767777777),61138
Crouttes,Point(0.138611111 48.923611111),61139
Crulai,Point(0.666666666 48.705),61140
Cuissai,Point(0.016111111 48.470555555),61141
Dame-Marie,Point(0.615277777 48.355),61142
Damigny,Point(0.073333333 48.4475),61143
Domfront en Poiraie,Point(-0.639167 48.591111),61145
Dompierre,Point(-0.551944444 48.632222222),61146
Dorceau,Point(0.800833333 48.422777777),61147
Durcet,Point(-0.435833333 48.746944444),61148
Échalou,Point(-0.493333333 48.727777777),61149
Échauffour,Point(0.387777777 48.740833333),61150
Écorcei,Point(0.579444444 48.72),61151
Écorches,Point(0.092777777 48.866944444),61152
Écouché-les-Vallées,Point(-0.124722 48.717778),61153
Essay,Point(0.246944444 48.541111111),61156
Faverolles,Point(-0.297777777 48.667777777),61158
Fay,Point(0.408333333 48.659444444),61159
Feings,Point(0.633611111 48.545833333),61160
La Ferrière-au-Doyen,Point(0.498888888 48.663888888),61162
La Ferrière-aux-Étangs,Point(-0.518888888 48.662777777),61163
La Ferrière-Béchet,Point(0.071666666 48.579722222),61164
La Ferrière-Bochard,Point(-0.031666666 48.413888888),61165
Ferrières-la-Verrerie,Point(0.375833333 48.652777777),61166
La Ferté-en-Ouche,Point(0.510833 48.841667),61167
La Ferté-Macé,Point(-0.357222222 48.5925),61168
Flers,Point(-0.569444444 48.748333333),61169
Fleuré,Point(-0.056944444 48.690833333),61170
Fontaine-les-Bassets,Point(0.005 48.859444444),61171
Francheville,Point(-0.056388888 48.636388888),61176
La Fresnaie-Fayel,Point(0.223055555 48.828611111),61178
Fresnay-le-Samson,Point(0.209444444 48.883333333),61180
Gacé,Point(0.296944444 48.793055555),61181
Gandelain,Point(-0.088055555 48.479722222),61182
Gâprée,Point(0.291388888 48.6225),61183
Les Genettes,Point(0.568055555 48.664722222),61187
La Genevraie,Point(0.318055555 48.684722222),61188
Giel-Courteilles,Point(-0.196944444 48.764444444),61189
Ginai,Point(0.217222222 48.747222222),61190
Godisson,Point(0.251388888 48.679444444),61192
La Gonfrière,Point(0.471388888 48.819166666),61193
Le Grais,Point(-0.329166666 48.639166666),61195
Belforêt-en-Perche,Point(0.522778 48.375278),61196
Guêprei,Point(-0.008333333 48.835833333),61197
Guerquesalles,Point(0.207222222 48.906388888),61198
Habloville,Point(-0.169722222 48.786944444),61199
Hauterive,Point(0.199444444 48.4775),61202
Héloup,Point(0.025555555 48.397222222),61203
L'Hôme-Chamondot,Point(0.715 48.589166666),61206
Igé,Point(0.521388888 48.324444444),61207
Irai,Point(0.695833333 48.670555555),61208
Joué-du-Bois,Point(-0.231944444 48.581666666),61209
Joué-du-Plain,Point(-0.123055555 48.69),61210
Juvigny Val d'Andaine,Point(-0.5075 48.550833),61211
Juvigny-sur-Orne,Point(0.040555555 48.7225),61212
Lalacelle,Point(-0.143333333 48.475555555),61213
L'Aigle,Point(0.6275 48.765),61214
Laleu,Point(0.379166666 48.551388888),61215
La Lande-de-Goult,Point(-0.0475 48.585),61216
La Lande-de-Lougé,Point(-0.250277777 48.692777777),61217
La Lande-Patry,Point(-0.598611111 48.762777777),61218
La Lande-Saint-Siméon,Point(-0.435833333 48.822222222),61219
Landigou,Point(-0.471388888 48.746111111),61221
Landisacq,Point(-0.6475 48.756666666),61222
Larré,Point(0.164444444 48.494722222),61224
Lignères,Point(0.310277777 48.735277777),61225
Lignou,Point(-0.345833333 48.670555555),61227
L'Orée-d'Écouves,Point(-0.033055555 48.514722222),61228
Loisail,Point(0.590555555 48.501111111),61229
Longny les Villages,Point(0.751944 48.530278),61230
Lonlay-l'Abbaye,Point(-0.71 48.646666666),61232
Lonlay-le-Tesson,Point(-0.353055555 48.643611111),61233
Lonrai,Point(0.04 48.46),61234
Lougé-sur-Maire,Point(-0.225277777 48.693333333),61237
Louvières-en-Auge,Point(0.030833333 48.87),61238
Macé,Point(0.140833333 48.636111111),61240
La Madeleine-Bouvet,Point(0.902222222 48.471388888),61241
Le Mage,Point(0.803333333 48.509444444),61242
Magny-le-Désert,Point(-0.328055555 48.569722222),61243
Mahéru,Point(0.431944444 48.657222222),61244
Maison-Maugis,Point(0.7025 48.453611111),61245
Mantilly,Point(-0.801111111 48.520833333),61248
Marchemaisons,Point(0.303055555 48.521666666),61251
Mardilly,Point(0.279166666 48.831666666),61252
Mauves-sur-Huisne,Point(0.620277777 48.449166666),61255
Médavy,Point(0.089722222 48.6775),61256
Méhoudin,Point(-0.384722222 48.501111111),61257
Le Mêle-sur-Sarthe,Point(0.354722222 48.511111111),61258
Le Ménil-Bérard,Point(0.511388888 48.709444444),61259
Le Ménil-de-Briouze,Point(-0.399444444 48.675833333),61260
Le Ménil-Broût,Point(0.230555555 48.482777777),61261
Le Ménil-Ciboult,Point(-0.79 48.764444444),61262
Ménil-Erreux,Point(0.188333333 48.507222222),61263
Ménil-Froger,Point(0.269722222 48.731944444),61264
Ménil-Gondouin,Point(-0.293611111 48.754444444),61265
Le Ménil-Guyon,Point(0.295 48.582222222),61266
Ménil-Hermei,Point(-0.326111111 48.826388888),61267
Ménil-Hubert-en-Exmes,Point(0.225277777 48.813333333),61268
Ménil-Hubert-sur-Orne,Point(-0.413055555 48.8525),61269
Le Ménil-Scelleur,Point(-0.120555555 48.610277777),61271
Le Ménil-Vicomte,Point(0.296388888 48.749722222),61272
Ménil-Vin,Point(-0.316944444 48.843888888),61273
Les Menus,Point(0.934166666 48.524166666),61274
Le Merlerault,Point(0.285277777 48.700555555),61275
Merri,Point(-0.043611111 48.850555555),61276
La Mesnière,Point(0.433055555 48.523888888),61277
Messei,Point(-0.536944444 48.711666666),61278
Mieuxcé,Point(0.011111111 48.400277777),61279
Moncy,Point(-0.686111111 48.824722222),61281
