nom,coordonnees,num_insee
Pluduno,Point(-2.268055555 48.530833333),22237
Plufur,Point(-3.573888888 48.607777777),22238
Plumaudan,Point(-2.124722222 48.357777777),22239
Plumaugat,Point(-2.238888888 48.255),22240
Plumieux,Point(-2.584166666 48.103055555),22241
Plurien,Point(-2.404166666 48.625833333),22242
Plusquellec,Point(-3.485277777 48.385833333),22243
Plussulien,Point(-3.070555555 48.282777777),22244
Pluzunet,Point(-3.369722222 48.641388888),22245
Pommeret,Point(-2.626388888 48.4625),22246
Pommerit-le-Vicomte,Point(-3.088333333 48.619166666),22248
Pont-Melvez,Point(-3.306111111 48.460277777),22249
Pontrieux,Point(-3.159444444 48.698333333),22250
Pordic,Point(-2.8171 48.5703),22251
Prat,Point(-3.2975 48.676944444),22254
La Prénessaye,Point(-2.633888888 48.183055555),22255
Quemper-Guézennec,Point(-3.105555555 48.701388888),22256
Quemperven,Point(-3.321944444 48.725),22257
Quessoy,Point(-2.658333333 48.421111111),22258
Quévert,Point(-2.087222222 48.463611111),22259
Le Quillio,Point(-2.883333333 48.241111111),22260
Quintenic,Point(-2.428333333 48.515277777),22261
Quintin,Point(-2.909444444 48.403611111),22262
Le Quiou,Point(-2.006111111 48.351111111),22263
La Roche-Jaudy,Point(-3.258333333 48.747222222),22264
Rospez,Point(-3.383888888 48.729444444),22265
Rostrenen,Point(-3.316944444 48.236388888),22266
Rouillac (Côtes-d'Armor),Point(-2.366111111 48.309444444),22267
Ruca,Point(-2.339444444 48.567222222),22268
Runan,Point(-3.211666666 48.693333333),22269
Saint-Adrien (Côtes-d'Armor),Point(-3.130277777 48.489166666),22271
Saint-Agathon,Point(-3.104722222 48.559166666),22272
Saint-Alban (Côtes-d'Armor),Point(-2.535 48.557222222),22273
Saint-André-des-Eaux (Côtes-d'Armor),Point(-2.01 48.371666666),22274
Saint-Barnabé (Côtes-d'Armor),Point(-2.702777777 48.1375),22275
Saint-Bihy,Point(-2.970555555 48.378888888),22276
Saint-Brandan,Point(-2.87 48.389444444),22277
Saint-Brieuc,Point(-2.760277777 48.513611111),22278
Saint-Caradec,Point(-2.849166666 48.190833333),22279
Saint-Carné,Point(-2.065555555 48.415833333),22280
Saint-Carreuc,Point(-2.731388888 48.398333333),22281
Saint-Cast-le-Guildo,Point(-2.257777777 48.629444444),22282
Saint-Clet (Côtes-d'Armor),Point(-3.1325 48.6625),22283
Saint-Connan,Point(-3.063888888 48.418055555),22284
Saint-Connec,Point(-2.921388888 48.1775),22285
Saint-Denoual,Point(-2.400555555 48.527222222),22286
Saint-Donan,Point(-2.885277777 48.469722222),22287
Saint-Étienne-du-Gué-de-l'Isle,Point(-2.647777777 48.103611111),22288
Saint-Fiacre (Côtes-d'Armor),Point(-3.060833333 48.461388888),22289
Saint-Gildas,Point(-3.003055555 48.422222222),22291
Saint-Gilles-les-Bois,Point(-3.102777777 48.649722222),22293
Saint-Gilles-Pligeaux,Point(-3.094722222 48.38),22294
Saint-Gilles-Vieux-Marché,Point(-2.974166666 48.243055555),22295
Saint-Glen,Point(-2.523333333 48.359444444),22296
Saint-Hélen,Point(-1.958888888 48.471111111),22299
Saint-Hervé,Point(-2.8275 48.276944444),22300
Saint-Jacut-de-la-Mer,Point(-2.190277777 48.597222222),22302
Saint-Jean-Kerdaniel,Point(-3.021388888 48.565277777),22304
Saint-Jouan-de-l'Isle,Point(-2.159166666 48.2675),22305
Saint-Judoce,Point(-1.954166666 48.363333333),22306
Saint-Julien (Côtes-d'Armor),Point(-2.816388888 48.4525),22307
Saint-Juvat,Point(-2.043888888 48.353333333),22308
Saint-Launeuc,Point(-2.375555555 48.233611111),22309
Saint-Laurent (Côtes-d'Armor),Point(-3.2325 48.618888888),22310
Saint-Lormel,Point(-2.229444444 48.546111111),22311
Saint-Maden,Point(-2.077222222 48.330555555),22312
Saint-Martin-des-Prés,Point(-2.954444444 48.306944444),22313
Saint-Maudan,Point(-2.774166666 48.113611111),22314
Saint-Maudez,Point(-2.182222222 48.452777777),22315
Saint-Mayeux,Point(-3.006388888 48.255833333),22316
Saint-Méloir-des-Bois,Point(-2.250833333 48.4575),22317
Saint-Michel-de-Plélan,Point(-2.215277777 48.466111111),22318
Saint-Michel-en-Grève,Point(-3.563888888 48.683333333),22319
Saint-Nicodème,Point(-3.339166666 48.3425),22320
Saint-Nicolas-du-Pélem,Point(-3.164444444 48.313055555),22321
Saint-Péver,Point(-3.102222222 48.481111111),22322
Saint-Pôtan,Point(-2.291388888 48.557777777),22323
Saint-Quay-Perros,Point(-3.447777777 48.7925),22324
Saint-Quay-Portrieux,Point(-2.831111111 48.651944444),22325
Saint-Rieul,Point(-2.419444444 48.442222222),22326
Saint-Samson-sur-Rance,Point(-2.030833333 48.491388888),22327
Saint-Servais (Côtes-d'Armor),Point(-3.387777777 48.386944444),22328
Saint-Thélo,Point(-2.854166666 48.228333333),22330
Sainte-Tréphine,Point(-3.154166666 48.27),22331
Saint-Trimoël,Point(-2.548888888 48.386111111),22332
Saint-Vran,Point(-2.442222222 48.237777777),22333
Saint-Igeaux,Point(-3.105277777 48.271944444),22334
Senven-Léhart,Point(-3.069166666 48.425),22335
Sévignac,Point(-2.338888888 48.333055555),22337
Squiffiec,Point(-3.154166666 48.627222222),22338
Taden,Point(-2.017777777 48.475555555),22339
Tonquédec,Point(-3.395277777 48.669166666),22340
Tramain,Point(-2.401944444 48.401111111),22341
Trébédan,Point(-2.171388888 48.399722222),22342
Trébeurden,Point(-3.568055555 48.769444444),22343
Trébrivan,Point(-3.475277777 48.308888888),22344
Trébry,Point(-2.552222222 48.355277777),22345
Trédaniel,Point(-2.618888888 48.358055555),22346
Trédarzec,Point(-3.200277777 48.786944444),22347
Trédias,Point(-2.236944444 48.357777777),22348
Trédrez-Locquémeau,Point(-3.566666666 48.698333333),22349
Tréduder,Point(-3.562222222 48.650555555),22350
Treffrin,Point(-3.516944444 48.298888888),22351
Tréfumel,Point(-2.026111111 48.338055555),22352
Trégastel,Point(-3.513611111 48.816944444),22353
Tréglamus,Point(-3.274722222 48.556944444),22354
Trégomeur,Point(-2.881944444 48.565555555),22356
Trégonneau,Point(-3.163888888 48.611666666),22358
Trégrom,Point(-3.405277777 48.600833333),22359
Trégueux,Point(-2.738055555 48.490555555),22360
Tréguidel,Point(-2.943611111 48.601666666),22361
Tréguier,Point(-3.2325 48.785),22362
Trélévern,Point(-3.371666666 48.808333333),22363
Trélivan,Point(-2.1175 48.433055555),22364
Trémargat,Point(-3.2675 48.332222222),22365
Trémel,Point(-3.611388888 48.603055555),22366
Tréméreuc,Point(-2.065555555 48.558333333),22368
Trémeur,Point(-2.263888888 48.3475),22369
Tréméven (Côtes-d'Armor),Point(-3.028888888 48.672777777),22370
Trémorel,Point(-2.288888888 48.199166666),22371
Trémuson,Point(-2.849444444 48.523888888),22372
Tréogan,Point(-3.52 48.189166666),22373
Tressignaux,Point(-2.983611111 48.615833333),22375
Trévé,Point(-2.795555555 48.213333333),22376
Tréveneuc,Point(-2.87 48.663888888),22377
Trévérec,Point(-3.059166666 48.654722222),22378
Trévou-Tréguignec,Point(-3.358611111 48.815),22379
Trévron,Point(-2.063055555 48.391388888),22380
Trézény,Point(-3.366111111 48.7575),22381
Troguéry,Point(-3.225833333 48.753888888),22383
Uzel,Point(-2.841388888 48.279444444),22384
La Vicomté-sur-Rance,Point(-1.982222222 48.488611111),22385
Le Vieux-Bourg,Point(-3.000555555 48.388611111),22386
Le Vieux-Marché,Point(-3.448055555 48.606944444),22387
Vildé-Guingalan,Point(-2.158611111 48.437777777),22388
Yffiniac,Point(-2.6775 48.485),22389
Yvias,Point(-3.0525 48.713333333),22390
Yvignac-la-Tour,Point(-2.175833333 48.348333333),22391
Ahun,Point(2.045 46.086388888),23001
Ajain,Point(1.998611111 46.2075),23002
Alleyrat,Point(2.153611111 45.988333333),23003
Anzême,Point(1.863611111 46.265833333),23004
Arfeuille-Châtain,Point(2.436666666 46.065277777),23005
Arrènes,Point(1.57 46.071388888),23006
Ars,Point(2.078333333 46.004166666),23007
Aubusson,Point(2.1675 45.956111111),23008
Auge,Point(2.323611111 46.241944444),23009
Augères,Point(1.734722222 46.082777777),23010
Aulon,Point(1.690555555 46.081944444),23011
Auriat,Point(1.644444444 45.873333333),23012
Auzances,Point(2.500833333 46.026666666),23013
Azat-Châtenet,Point(1.759444444 46.076388888),23014
Azerables,Point(1.476944444 46.353888888),23015
Banize,Point(1.9975 45.930833333),23016
Basville,Point(2.396944444 45.871111111),23017
Bazelat,Point(1.538333333 46.352222222),23018
Beissat,Point(2.276111111 45.773055555),23019
Bellegarde-en-Marche,Point(2.294444444 45.981944444),23020
Bénévent-l'Abbaye,Point(1.628888888 46.117777777),23021
Bétête,Point(2.077777777 46.359444444),23022
Blaudeix,Point(2.084166666 46.230833333),23023
Blessac,Point(2.126666666 45.958611111),23024
Bonnat,Point(1.904722222 46.327777777),23025
Bord-Saint-Georges,Point(2.298888888 46.260277777),23026
Bosmoreau-les-Mines,Point(1.755555555 46.000833333),23027
Bosroger,Point(2.250277777 45.994166666),23028
Le Bourg-d'Hem,Point(1.828055555 46.296388888),23029
Bourganeuf,Point(1.755555555 45.953611111),23030
Boussac,Point(2.215 46.348888888),23031
Boussac-Bourg,Point(2.234444444 46.361111111),23032
La Brionne,Point(1.786944444 46.168333333),23033
Brousse,Point(2.455833333 45.971944444),23034
Budelière,Point(2.468333333 46.22),23035
Bussière-Dunoise,Point(1.762777777 46.258888888),23036
Bussière-Nouvelle,Point(2.426666666 46.019166666),23037
Bussière-Saint-Georges,Point(2.143888888 46.4),23038
La Celle-Dunoise,Point(1.77 46.309722222),23039
La Celle-sous-Gouzon,Point(2.21 46.214722222),23040
La Cellette,Point(2.014166666 46.403888888),23041
Ceyroux,Point(1.665833333 46.071111111),23042
Chamberaud,Point(2.045555555 46.048888888),23043
Chambon-Sainte-Croix,Point(1.774722222 46.355555555),23044
Chambon-sur-Voueize,Point(2.425 46.189166666),23045
Chambonchard,Point(2.535833333 46.165833333),23046
Chamborand,Point(1.572222222 46.155833333),23047
Champagnat,Point(2.283333333 46.018333333),23048
Champsanglard,Point(1.881111111 46.274444444),23049
La Chapelle-Baloue,Point(1.576666666 46.359722222),23050
La Chapelle-Saint-Martial,Point(1.925 46.026111111),23051
La Chapelle-Taillefert,Point(1.839444444 46.100555555),23052
Chard,Point(2.477222222 45.944444444),23053
Charron,Point(2.562777777 46.059722222),23054
Châtelard,Point(2.468055555 45.964166666),23055
Châtelus-le-Marcheix,Point(1.607777777 45.999444444),23056
Châtelus-Malvaleix,Point(2.023333333 46.304444444),23057
Le Chauchet,Point(2.333611111 46.1075),23058
La Chaussade,Point(2.235 45.988888888),23059
Chavanat,Point(1.964166666 45.953055555),23060
Chénérailles,Point(2.175277777 46.111944444),23061
Chéniers,Point(1.8275 46.350833333),23062
Clairavaux,Point(2.166944444 45.783055555),23063
Clugnat,Point(2.118055555 46.308611111),23064
Colondannes,Point(1.611388888 46.289166666),23065
Le Compas,Point(2.461944444 45.996111111),23066
La Courtine,Point(2.263611111 45.701111111),23067
Cressat,Point(2.108333333 46.139722222),23068
Crocq,Point(2.367222222 45.868055555),23069
Crozant,Point(1.621111111 46.391666666),23070
Croze,Point(2.160833333 45.818888888),23071
Domeyrot,Point(2.156111111 46.25),23072
Dontreix,Point(2.559444444 45.986944444),23073
Le Donzeil,Point(1.986388888 46.027777777),23074
Dun-le-Palestel,Point(1.666111111 46.305277777),23075
Évaux-les-Bains,Point(2.486111111 46.175),23076
Faux-la-Montagne,Point(1.934722222 45.750833333),23077
Faux-Mazuras,Point(1.783333333 45.923611111),23078
Felletin,Point(2.173055555 45.883611111),23079
Féniers,Point(2.126666666 45.750555555),23080
Flayat,Point(2.382222222 45.776666666),23081
Fleurat,Point(1.678888888 46.240555555),23082
Fontanières,Point(2.500555555 46.108611111),23083
La Forêt-du-Temple,Point(1.902777777 46.420833333),23084
Fransèches,Point(2.049722222 46.018611111),23086
Fresselines,Point(1.681944444 46.382777777),23087
Gartempe,Point(1.737777777 46.15),23088
Genouillac,Point(1.992222222 46.3525),23089
Gentioux-Pigerolles,Point(1.994166666 45.784444444),23090
Gioux,Point(2.121666666 45.810277777),23091
Glénic,Point(1.922777777 46.223333333),23092
Gouzon,Point(2.238611111 46.191666666),23093
Le Grand-Bourg,Point(1.644444444 46.16),23095
Guéret,Point(1.868333333 46.170555555),23096
Issoudun-Létrieix,Point(2.143055555 46.060277777),23097
Jalesches,Point(2.095833333 46.301111111),23098
Janaillat,Point(1.745555555 46.056666666),23099
Jarnages,Point(2.084722222 46.181111111),23100
Jouillat,Point(1.936111111 46.257222222),23101
Ladapeyre,Point(2.048333333 46.248333333),23102
Lafat,Point(1.613888888 46.334722222),23103
Lavaufranche,Point(2.271388888 46.320555555),23104
Lavaveix-les-Mines,Point(2.088888888 46.071111111),23105
Lépaud,Point(2.387222222 46.239444444),23106
Lépinas,Point(1.928333333 46.076388888),23107
Leyrat,Point(2.2925 46.361944444),23108
Linard-Malval,Point(1.882622 46.353123),23109
Lioux-les-Monges,Point(2.455277777 45.951666666),23110
Lizières,Point(1.573888888 46.210833333),23111
Lourdoueix-Saint-Pierre,Point(1.822222222 46.409722222),23112
Lupersat,Point(2.355833333 45.985277777),23113
Lussat,Point(2.341666666 46.182777777),23114
Magnat-l'Étrange,Point(2.278333333 45.793888888),23115
Mainsat,Point(2.386666666 46.0525),23116
Maison-Feyne,Point(1.67 46.34),23117
Maisonnisses,Point(1.898888888 46.063055555),23118
Malleret,Point(2.318611111 45.766111111),23119
Malleret-Boussac,Point(2.143055555 46.342777777),23120
Mansat-la-Courrière,Point(1.806666666 45.962222222),23122
Les Mars,Point(2.478611111 45.981388888),23123
Marsac,Point(1.589722222 46.097777777),23124
Le Mas-d'Artige,Point(2.202222222 45.734166666),23125
Mautes,Point(2.384444444 45.943888888),23127
Mazeirat,Point(1.981111111 46.142222222),23128
La Mazière-aux-Bons-Hommes,Point(2.440833333 45.883888888),23129
Méasnes,Point(1.777777777 46.416388888),23130
Mérinchal,Point(2.488611111 45.916666666),23131
Montaigut-le-Blanc,Point(1.735 46.121111111),23132
Montboucher,Point(1.680833333 45.953333333),23133
Le Monteil-au-Vicomte,Point(1.937222222 45.930277777),23134
Mortroux,Point(1.915277777 46.3975),23136
Mourioux-Vieilleville,Point(1.645277777 46.077222222),23137
Moutier-d'Ahun,Point(2.055 46.091666666),23138
Moutier-Malcard,Point(1.944722222 46.393611111),23139
Moutier-Rozeille,Point(2.197222222 45.916666666),23140
Naillat,Point(1.637222222 46.264444444),23141
Néoux,Point(2.260555555 45.915),23142
Noth,Point(1.585833333 46.234722222),23143
La Nouaille,Point(2.064722222 45.846666666),23144
Nouhant,Point(2.390555555 46.284444444),23145
Nouzerines,Point(2.108611111 46.388333333),23146
Nouzerolles,Point(1.741666666 46.381666666),23147
Nouziers,Point(1.957777777 46.421666666),23148
Parsac-Rimondeix,Point(2.153055555 46.203055555),23149
Peyrabout,Point(1.911944444 46.107222222),23150
Peyrat-la-Nonière,Point(2.256388888 46.0875),23151
Pierrefitte,Point(2.232777777 46.146111111),23152
Pionnat,Point(2.025277777 46.170833333),23154
Pontarion,Point(1.849722222 45.997222222),23155
Pontcharraud,Point(2.271111111 45.864166666),23156
La Pouge,Point(1.945 45.980555555),23157
Poussanges,Point(2.215555555 45.826111111),23158
Puy-Malsignat,Point(2.218611111 46.038055555),23159
Reterre,Point(2.473611111 46.103055555),23160
Roches,Point(1.999722222 46.283055555),23162
Rougnat,Point(2.501388888 46.053888888),23164
Royère-de-Vassivière,Point(1.911388888 45.841111111),23165
Sagnat,Point(1.628333333 46.304166666),23166
Sannat,Point(2.407777777 46.119444444),23167
Sardent,Point(1.855555555 46.050555555),23168
La Saunière,Point(1.936944444 46.130277777),23169
Savennes,Point(1.888055555 46.105833333),23170
Sermur,Point(2.431111111 45.975277777),23171
La Serre-Bussière-Vieille,Point(2.320555555 46.056388888),23172
Soubrebost,Point(1.843055555 45.957777777),23173
Soumans,Point(2.306666666 46.301111111),23174
Sous-Parsat,Point(1.979722222 46.055555555),23175
La Souterraine,Point(1.485555555 46.238055555),23176
Saint-Agnant-de-Versillat,Point(1.511111111 46.278888888),23177
Saint-Agnant-près-Crocq,Point(2.35 45.803611111),23178
Saint-Alpinien,Point(2.238055555 45.977777777),23179
Saint-Amand,Point(2.208333333 45.981666666),23180
Saint-Amand-Jartoudeix,Point(1.658611111 45.914166666),23181
Saint-Avit-de-Tardes,Point(2.285277777 45.918055555),23182
Saint-Avit-le-Pauvre,Point(2.044444444 45.995833333),23183
Saint-Bard,Point(2.400277777 45.914444444),23184
Saint-Chabrais,Point(2.204444444 46.132222222),23185
Saint-Christophe,Point(1.862222222 46.1025),23186
Saint-Dizier-la-Tour,Point(2.153333333 46.146111111),23187
Saint-Dizier-les-Domaines,Point(2.034444444 46.318888888),23188
Saint-Dizier-Masbaraud,Point(1.712777777 46.030277777),23189
Saint-Domet,Point(2.3 46.043333333),23190
Saint-Éloi,Point(1.832777777 46.073611111),23191
Fursac,Point(1.513333 46.145833),23192
Sainte-Feyre,Point(1.915 46.138333333),23193
Sainte-Feyre-la-Montagne,Point(2.2325 45.898611111),23194
Saint-Fiel,Point(1.895277777 46.213333333),23195
Saint-Frion,Point(2.228333333 45.863888888),23196
Saint-Georges-la-Pouge,Point(1.970277777 45.993055555),23197
Saint-Georges-Nigremont,Point(2.263333333 45.836944444),23198
Saint-Germain-Beaupré,Point(1.545 46.307777777),23199
Saint-Goussaud,Point(1.578055555 46.040555555),23200
Saint-Hilaire-la-Plaine,Point(1.976388888 46.125277777),23201
Saint-Hilaire-le-Château,Point(1.896944444 45.982777777),23202
Saint-Julien-la-Genête,Point(2.473611111 46.1525),23203
Saint-Julien-le-Châtel,Point(2.269166666 46.118055555),23204
Saint-Junien-la-Bregère,Point(1.755555555 45.883888888),23205
Saint-Laurent,Point(1.9625 46.166388888),23206
Saint-Léger-Bridereix,Point(1.587777777 46.286388888),23207
Saint-Léger-le-Guérétois,Point(1.813888888 46.151111111),23208
Saint-Loup,Point(2.270277777 46.136666666),23209
Saint-Maixant,Point(2.207222222 45.993611111),23210
Saint-Marc-à-Frongier,Point(2.120555555 45.929722222),23211
Saint-Marc-à-Loubaud,Point(1.996388888 45.848888888),23212
Saint-Marien,Point(2.225 46.420277777),23213
Saint-Martial-le-Mont,Point(2.093333333 46.049444444),23214
Saint-Martial-le-Vieux,Point(2.311666666 45.688333333),23215
Saint-Martin-Château,Point(1.798888888 45.857222222),23216
Saint-Martin-Sainte-Catherine,Point(1.565277777 45.948611111),23217
Saint-Maurice-près-Crocq,Point(2.326666666 45.873611111),23218
Saint-Maurice-la-Souterraine,Point(1.431111111 46.214166666),23219
Saint-Médard-la-Rochette,Point(2.146111111 46.043888888),23220
Saint-Merd-la-Breuille,Point(2.430555555 45.743055555),23221
Saint-Michel-de-Veisse,Point(2.053888888 45.951666666),23222
Saint-Moreil,Point(1.688055555 45.853888888),23223
Saint-Oradoux-de-Chirouze,Point(2.333055555 45.733333333),23224
Saint-Oradoux-près-Crocq,Point(2.388055555 45.878333333),23225
Saint-Pardoux-d'Arnet,Point(2.330555555 45.876944444),23226
Saint-Pardoux-Morterolles,Point(1.821111111 45.8975),23227
Saint-Pardoux-le-Neuf,Point(2.232777777 45.929444444),23228
Saint-Pardoux-les-Cards,Point(2.120277777 46.0825),23229
Saint-Pierre-Chérignat,Point(1.614166666 45.972777777),23230
Saint-Pierre-Bellevue,Point(1.888333333 45.915833333),23232
Saint-Pierre-le-Bost,Point(2.260277777 46.400555555),23233
Saint-Priest,Point(2.343333333 46.088055555),23234
Saint-Priest-la-Feuille,Point(1.535277777 46.201666666),23235
Saint-Priest-la-Plaine,Point(1.628055555 46.191111111),23236
Saint-Priest-Palus,Point(1.658055555 45.898055555),23237
Saint-Quentin-la-Chabanne,Point(2.155277777 45.864444444),23238
Saint-Sébastien,Point(1.531388888 46.391111111),23239
Saint-Silvain-Bas-le-Roc,Point(2.2275 46.331111111),23240
Saint-Silvain-Bellegarde,Point(2.303055555 45.9725),23241
Saint-Silvain-Montaigut,Point(1.751944444 46.1425),23242
Saint-Silvain-sous-Toulx,Point(2.178333333 46.262222222),23243
Saint-Sulpice-le-Dunois,Point(1.731111111 46.298888888),23244
Saint-Sulpice-le-Guérétois,Point(1.828611111 46.200555555),23245
Saint-Sulpice-les-Champs,Point(2.021666666 45.995555555),23246
Saint-Vaury,Point(1.756111111 46.203888888),23247
Saint-Victor-en-Marche,Point(1.813888888 46.118333333),23248
Saint-Yrieix-la-Montagne,Point(2.021666666 45.883333333),23249
Saint-Yrieix-les-Bois,Point(1.938333333 46.099722222),23250
Tardes,Point(2.345 46.139722222),23251
Tercillat,Point(2.054166666 46.408055555),23252
Thauron,Point(1.817777777 46.0),23253
Toulx-Sainte-Croix,Point(2.213611111 46.284722222),23254
Trois-Fonds,Point(2.228055555 46.250555555),23255
Vallière,Point(2.033888888 45.905833333),23257
Vareilles,Point(1.477222222 46.300277777),23258
Verneiges,Point(2.337777777 46.268333333),23259
Vidaillat,Point(1.906944444 45.957777777),23260
Viersat,Point(2.431111111 46.270555555),23261
Vigeville,Point(2.074722222 46.160555555),23262
Villard,Point(1.700833333 46.331944444),23263
La Villedieu,Point(1.886666666 45.733611111),23264
La Villeneuve,Point(2.409444444 45.898611111),23265
La Villetelle,Point(2.341111111 45.918888888),23266
Abjat-sur-Bandiat,Point(0.758055555 45.585),24001
Agonac,Point(0.750277777 45.292777777),24002
Aillac,Point(1.302213 44.84188),24003
Ajat,Point(1.016111111 45.156388888),24004
Alles-sur-Dordogne,Point(0.8675 44.858611111),24005
Allas-les-Mines,Point(1.072222222 44.833333333),24006
Allemans,Point(0.309444444 45.2875),24007
Angoisse,Point(1.137222222 45.427222222),24008
Anlhiac,Point(1.126111111 45.321666666),24009
Annesse-et-Beaulieu,Point(0.591111111 45.174166666),24010
Antonne-et-Trigonant,Point(0.830833333 45.2125),24011
Archignac,Point(1.311944444 45.011111111),24012
Aubas,Point(1.190833333 45.081666666),24014
Audrix,Point(0.946944444 44.881111111),24015
Augignac,Point(0.701666666 45.591388888),24016
Auriac-de-Bourzac,Point(0.260667 45.372667),24017
Auriac-de-Bourzac,Point(0.25998 45.37361),24017
Auriac-du-Périgord,Point(1.136944444 45.106388888),24018
Azerat,Point(1.123333333 45.15),24019
La Bachellerie,Point(1.153611111 45.145833333),24020
Badefols-d'Ans,Point(1.1975 45.23),24021
Badefols-sur-Dordogne,Point(0.791388888 44.843333333),24022
Baneuil,Point(0.689444444 44.853055555),24023
Bardou,Point(0.684444444 44.737222222),24024
Bars,Point(1.063333333 45.099166666),24025
Bassillac et Auberoche,Point(0.813759 45.191472),24026
Bayac,Point(0.726111111 44.803888888),24027
Beaumontois en Périgord,Point(0.767346 44.76981),24028
Beaupouyet,Point(0.272777777 44.996666666),24029
Beauregard-de-Terrasson,Point(1.2325 45.148333333),24030
Beauregard-et-Bassac,Point(0.641944444 44.987777777),24031
Beauronne,Point(0.381944444 45.095),24032
Beleymas,Point(0.505555555 44.993611111),24034
Pays de Belvès,Point(1.005596 44.776962),24035
Berbiguières,Point(1.0425 44.834722222),24036
Bergerac,Point(0.481944444 44.851111111),24037
Bertric-Burée,Point(0.3575 45.305),24038
Besse,Point(1.106111111 44.668888888),24039
Beynac-et-Cazenac,Point(1.143888888 44.84),24040
Biras,Point(0.638888888 45.287777777),24042
Biron,Point(0.872222222 44.630833333),24043
Boisse,Point(0.654166666 44.715833333),24045
Boisseuilh,Point(1.178055555 45.288333333),24046
Bonneville-et-Saint-Avit-de-Fumadières,Point(0.08 44.8825),24048
Born-de-Champs,Point(0.71275 44.686417),24049
Borrèze,Point(1.388333333 44.954722222),24050
Bosset,Point(0.353055555 44.951388888),24051
Bouillac,Point(0.919444444 44.759722222),24052
Boulazac Isle Manoire (ancienne commune),Point(0.762848 45.182003),24053
Boulazac Isle Manoire,Point(0.762847222 45.182002777),24053
Bouniagues,Point(0.526944444 44.758888888),24054
Bourdeilles,Point(0.586944444 45.321944444),24055
Le Bourdeix,Point(0.631944444 45.588333333),24056
Bourg-des-Maisons,Point(0.435555555 45.337777777),24057
Bourg-du-Bost,Point(0.257222222 45.271111111),24058
Bourgnac,Point(0.402777777 45.016944444),24059
Bourniquel,Point(0.774722222 44.809444444),24060
Bourrou,Point(0.597222222 45.045277777),24061
Bouteilles-Saint-Sébastien,Point(0.304166666 45.345),24062
Bouzic,Point(1.219444444 44.726388888),24063
Brantôme,Point(0.648888888 45.364166666),24064
Brantôme en Périgord,Point(0.646775 45.364094444),24064
Brouchaud,Point(0.996944444 45.206666666),24066
Le Bugue,Point(0.927222222 44.92),24067
Le Buisson-de-Cadouin,Point(0.909722222 44.845277777),24068
Bussac,Point(0.606388888 45.272222222),24069
Busserolles,Point(0.642222222 45.676388888),24070
Bussière-Badil,Point(0.605277777 45.651666666),24071
Cadouin,Point(0.87375 44.8115),24072
Calès,Point(0.8125 44.856666666),24073
Calviac-en-Périgord,Point(1.333611111 44.854722222),24074
Campagnac-lès-Quercy,Point(1.173333333 44.694444444),24075
Campagne,Point(0.966944444 44.9075),24076
Campsegret,Point(0.559444444 44.934444444),24077
Capdrot,Point(0.922777777 44.681388888),24080
Carlux,Point(1.353333333 44.883888888),24081
Carsac-Aillac,Point(1.276111111 44.839722222),24082
Carsac-de-Gurson,Point(0.090277777 44.946944444),24083
Carves,Point(1.065277777 44.786111111),24084
La Cassagne,Point(1.318055555 45.045555555),24085
Castelnaud-la-Chapelle,Point(1.148611111 44.815),24086
Castelnaud-Fayrac,Point(1.147748 44.815443),24086
Castels et Bézenac,Point(1.051666666 44.866944444),24087
Cause-de-Clérans,Point(0.666944444 44.8625),24088
Cazoulès,Point(1.433888888 44.883055555),24089
Celles,Point(0.412222222 45.296944444),24090
Cénac-et-Saint-Julien,Point(1.204444444 44.8),24091
Chalagnac,Point(0.677222222 45.0925),24094
Chalais,Point(0.9275 45.508055555),24095
Champagnac-de-Belair,Point(0.699722222 45.393333333),24096
Champagne-et-Fontaine,Point(0.317222222 45.421666666),24097
Champcevinel,Point(0.726388888 45.214722222),24098
Champniers-et-Reilhac,Point(0.731111111 45.6725),24100
Champs-Romain,Point(0.775 45.531111111),24101
Chancelade,Point(0.665555555 45.205555555),24102
Chantérac,Point(0.446388888 45.172777777),24104
Chapdeuil,Point(0.475 45.342222222),24105
La Chapelle-Aubareil,Point(1.1825 45.0125),24106
La Chapelle-Faucher,Point(0.751944444 45.370833333),24107
La Chapelle-Gonaguet,Point(0.613055555 45.230833333),24108
La Chapelle-Grésignac,Point(0.3375 45.393611111),24109
La Chapelle-Montabourlet,Point(0.463333333 45.393333333),24110
La Chapelle-Montmoreau,Point(0.643055555 45.448611111),24111
La Chapelle-Saint-Jean,Point(1.1625 45.194722222),24113
Chassaignes,Point(0.252777777 45.2525),24114
Château-l'Évêque,Point(0.685555555 45.245277777),24115
Châtres,Point(1.203888888 45.186666666),24116
Les Coteaux Périgourdins,Point(1.372777777 45.09),24117
Cherval,Point(0.374444444 45.394722222),24119
Cherveix-Cubas,Point(1.115833333 45.290277777),24120
Chourgnac,Point(1.059722222 45.236388888),24121
Cladech,Point(1.071666666 44.815555555),24122
Clermont-de-Beauregard,Point(0.639444444 44.951666666),24123
Clermont-d'Excideuil,Point(1.051111111 45.365),24124
Cogulot,Point(0.366389 44.665667),24125
Colombier,Point(0.518333333 44.7825),24126
Comberanche-et-Épeluche,Point(0.282222222 45.273333333),24128
Condat-sur-Trincou,Point(0.708055555 45.382222222),24129
Condat-sur-Vézère,Point(1.230277777 45.117222222),24130
Connezac,Point(0.529166666 45.5125),24131
