besancenot,gluckstein,laguiller,schivardi,poutou,arthaud,hue,buffet,melenchon,jospin,royal,hollande,hamon,chevenement,mamere,taubira,voynet,bove,joly,lepage,bayrou,macron,chirac,madelin,boutin,villiers,sarkozy,dupont-aignan,fillon,megret,le pen,saint-josse,nihous,lassalle,asselineau,cheminade
extrême gauche,extrême gauche,extrême gauche,extrême gauche,extrême gauche,extrême gauche,communisme - gauche radicale,communisme - gauche radicale,communisme - gauche radicale,socialisme,socialisme,socialisme,socialisme,divers gauche,divers gauche,divers gauche,divers gauche,divers gauche,divers gauche,centre,centre,centre,droites,droites,droites,droites,droites,droites,droites,extrême droite,extrême droite,divers droite,divers droite,divers droite,divers droite,divers droite
